village,vlcode,block,district,nccr_total_coast_km,nccr_high_erosion_km,nccr_moderate_erosion_km,nccr_low_erosion_km,nccr_stable_km,nccr_low_accretion_km,nccr_moderate_accretion_km,nccr_high_accretion_km,erosion_baseline_score,coastal_hazard_baseline,erosion_data_source,erosion_resolution,village_erosion_rate_available
Bhitara Kharinasi,397130,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bikeikani,396020,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baulanga,396782,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bandha Kata,396720,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gobind Pur,397052,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gohipur,396053,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Talasanga,396788,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sanagan,396935,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kuhudi,396536,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jaudia,396018,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badapal,396912,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narasingpur,396790,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Manitiri,396894,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Puruso Tamapur,396899,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baikuntha Pur,396721,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badagan,396937,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tulasi Pur,396914,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhagabanpur,396949,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gayaspur,397053,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Posta,396540,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Juna,396909,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narayanpur,396519,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jaripada,396542,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hatia,396896,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Manikunda,396897,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bachharai,396717,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Godhan,396718,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghadia,396016,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kurutunga,396539,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Thauri,396541,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Podana,396791,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Haladia,396941,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dara Bachha,396898,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhusaranga,396879,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Raghabapur,396792,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Athabatia,396938,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jay Chandrapur,396936,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sasanipada,396787,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balikuda,396918,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Garajanga,396939,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Aitipur,396919,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kusun Pur,396915,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pikarali,396789,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Girang,396906,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mehendinagar,396512,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Karamakul,396917,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hindulia,396895,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bagadia,396901,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Silipur,396900,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kan Pur,396908,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Parakula,396783,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopinathpur,396916,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bara Tunga,396719,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jaganathpur,396535,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ramchandrapur,395847,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kuanrpal,396911,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badakul,396920,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narayanpur,396786,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dumuka,396907,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pentha,396716,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jagadispur,396522,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chakarpur,396516,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Barei,396537,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Arakhia,396538,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Angulai,396518,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Manitiri,397051,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balia,396547,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nembara,396546,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Panchanpur,396515,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Anko,396785,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Niladripur,396523,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jaganathpur,397094,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narendrapur,396543,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kulapada,396534,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Garajanga Palli,396784,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuagan,396520,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chadeiguan,397091,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gaudabadpur,397092,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Goja Bandha,397102,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jalakana,397089,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Maha Kala Para,397088,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Samantsingharpur,396927,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Teragan,396926,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nantar,397082,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Aitipur,397044,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balia,396986,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Janra,397064,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Itakandia,396989,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bada Rahama,396990,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mangalapur,397086,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gamha,397087,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopalpur,397090,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balana,396904,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Orata,397046,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Raigada,397065,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ostara,396934,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sarumunhi,397113,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chhatar,396988,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mahula Kandha,397099,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bachhuria,397109,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jemadeipur,397084,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kiar Banka,397063,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pareswar Pur,397083,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sahabaj Pur,397062,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Maliancha,397030,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Babakar Pur,397055,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ramakani,397060,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Barakandha,397106,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kochila,397115,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ghantia Palli,397040,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bandhapara,397101,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gokhapada,396925,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sankhapada,397038,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mulubasanta,396984,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bijayanagar,397034,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kalapara,397041,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Anduli,397042,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bilipada,397048,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sri Chandan Pur,397037,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Palaspur,396905,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tithi,397085,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Deula Pada,397058,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajagada,397054,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jagati,397066,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ranki,397032,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sikhar,397093,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
