id,objectid_1,objectid,village,vlcode,gram_panchayat_name,gram_panchayat_code,block,bkcode,subdistric,sdcode,sub_district_head_quarter,district,dtcode,district_head_quarter,state,stcode,uqcode,country,total_urban_rural,total_households,total_population_village,avg_household,total_geographical_area,total_male_population_village,total_female_population_village,tapwater_treated_status,tapwater_untreated_status,covered_well_status,covered_well_function_year,covered_well_functioning_summer,uncovered_well_status,uncovered_well_function_year,uncovered_well_function_summer,handpump_status,hand_pump_function_year,hand_pump_function_summer,tubewell_borehole_status,tube_wells_borehole_function_year,tube_wells_borehole_function_Summer,spring_status,spring_functioning_all_round_year,spring_functioning_summer_month,river_canal_status,tank_pond_lake_status,others_status,closed_drainage_status,open_drainage_status,village_pin_code_status,forest_area,area_under_non_agricultural_use,barren_uncultivable_land,permanent_pastures_grazing,land_under_miscellaneous,culturable_waste_land,fallows_land_other_than_current,current_fallows_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,canals_area,wells_tube_wells_area,tanks_lakes_area,waterfall_area,other_source_specify_area,nearest_town_name,nearest_town_distance_from_village,shape_leng,shape_length,shape_area,ds_name,src_agency,state_name,latitude,longitude
168,168,31784.0,Chippar,627079,Paivalike,05,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,510.0,2834.0,5.55686275,503.0,1421.0,1413.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,489.0,14.0,0.0,12.0,2.0,0.0,0.0,Kasaragod,35.0,11977.372652576163,11977.372652576163,4860935.472719457,Administrative Boundary,Survey of India (SOI),Kerala,12.710297806349935,75.00286650357758
134,134,31750.0,Edanad,627092,Puthige,06,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,610.0,2922.0,4.79016393,685.0,1441.0,1481.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,398.0,267.0,0.0,267.0,0.0,0.0,0.0,Kasaragod,14.0,12857.844686818851,12857.844686818851,7722020.697051868,Administrative Boundary,Survey of India (SOI),Kerala,12.603581560422422,74.99678025706453
145,145,31761.0,Enmakaje,627085,Enmakaje,07,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2432.0,12697.0,5.22080592,3468.0,6344.0,6353.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,204.0,103.0,0.0,0.0,78.0,0.0,0.0,3083.0,711.0,2372.0,0.0,1288.0,486.0,0.0,599.0,Kasaragod,33.0,38080.030024402535,38080.030024402535,35174006.33353412,Administrative Boundary,Survey of India (SOI),Kerala,12.661600284007548,75.09482489530292
141,141,31757.0,Heroor,627073,Mangalapady,04,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,535.0,3195.0,5.97196262,572.0,1549.0,1646.0,Not Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Not Available,Available,0.0,112.0,0.0,0.0,0.0,66.0,0.0,0.0,394.0,164.0,230.0,0.0,148.0,0.0,0.0,82.0,Kasaragod,24.0,9632.450661459625,9632.450661459625,4931676.127627825,Administrative Boundary,Survey of India (SOI),Kerala,12.644506660713876,74.97145179514831
165,165,31781.0,Ichilampady,627098,Kumbala,09,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,694.0,4001.0,5.76512968,577.0,1912.0,2089.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Not Available,Available,0.0,174.0,30.0,0.0,0.0,0.0,0.0,0.0,373.0,57.0,316.0,0.0,113.0,113.0,0.0,89.0,Kasaragod,15.0,14658.245690388112,14658.245690388112,6406210.049186294,Administrative Boundary,Survey of India (SOI),Kerala,12.615443596204537,74.97524894836091
155,155,31771.0,Kadambar,627065,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,503.0,2616.0,5.20079523,328.0,1281.0,1335.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Not Available,Not Available,Not Available,Available,Available,0.0,19.0,0.0,0.0,0.0,0.0,71.0,71.0,238.0,123.0,186.0,0.0,65.0,8.0,97.0,16.0,Mangalore,30.0,10054.31751760238,10054.31751760238,3462296.0082166386,Administrative Boundary,Survey of India (SOI),Kerala,12.719400423812788,74.9233088293792
90,90,31649.0,Kannur,627093,Puthige,06,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,445.0,2421.0,5.44044944,686.0,1183.0,1238.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,0.0,7.0,0.0,0.0,10.0,26.0,0.0,0.0,643.0,377.0,276.0,20.0,256.0,0.0,0.0,0.0,Kasaragod,13.0,10457.23358335358,10457.23358335358,5749700.521789853,Administrative Boundary,Survey of India (SOI),Kerala,12.577427040638334,74.98565247743586
171,171,31787.0,Kattukukke,627086,Enmakaje,07,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,797.0,3955.0,4.96235885,1362.0,2002.0,1953.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,539.0,347.0,0.0,0.0,219.0,0.0,0.0,257.0,155.0,102.0,0.0,102.0,0.0,0.0,0.0,Kasaragod,37.0,17380.771148531596,17380.771148531596,13105081.025072437,Administrative Boundary,Survey of India (SOI),Kerala,12.661725621483638,75.13637948256316
159,159,31775.0,Kayyar,627076,Paivalike,05,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,826.0,4268.0,5.16707022,732.0,2190.0,2078.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,78.0,60.0,0.0,90.0,49.0,62.0,62.0,393.0,50.0,495.0,50.0,198.0,101.0,105.0,40.0,Kasaragod,35.0,11002.824440096572,11002.824440096572,7330211.285419132,Administrative Boundary,Survey of India (SOI),Kerala,12.664451955872174,74.96756835177348
142,142,31758.0,Kidoor,627094,Kumbala,09,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,493.0,2569.0,5.21095335,595.0,1300.0,1269.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,0.0,0.0,0.0,67.0,0.0,130.0,130.0,398.0,0.0,595.0,0.0,182.0,60.0,0.0,352.0,Kasaragod,22.0,15884.931658898618,15884.931658898618,6010727.767101591,Administrative Boundary,Survey of India (SOI),Kerala,12.633233427142667,74.98009051584681
147,147,31763.0,Kodalamogaru,627060,Vorkady,01,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1107.0,5788.0,5.22854562,1230.0,2906.0,2882.0,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,0.0,18.0,0.0,0.0,182.0,0.0,0.0,1030.0,200.0,830.0,17.0,376.0,235.0,0.0,202.0,Kasaragod,38.0,16439.864893451333,16439.864893451333,9980457.407365233,Administrative Boundary,Survey of India (SOI),Kerala,12.75245203410913,74.97148146089384
167,167,31783.0,Kodibail,627071,Mangalapady,04,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,668.0,3614.0,5.41017964,258.0,1715.0,1899.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,10.0,152.0,0.0,80.0,0.0,0.0,72.0,Kasaragod,22.0,7333.223489533016,7333.223489533016,2538535.13659171,Administrative Boundary,Survey of India (SOI),Kerala,12.670095013668108,74.92661419910834
149,149,31765.0,Koliyoor,627061,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,496.0,2743.0,5.53024194,489.0,1397.0,1346.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,19.0,78.0,0.0,0.0,53.0,81.0,0.0,0.0,258.0,123.0,187.0,0.0,158.0,30.0,0.0,0.0,Kasaragod,40.0,12410.488673983518,12410.488673983518,5192314.352045063,Administrative Boundary,Survey of India (SOI),Kerala,12.739429689073962,74.95990331804137
156,156,31772.0,Kubanoor,627074,Mangalapady,04,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,420.0,2178.0,5.18571429,326.0,1034.0,1144.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Available,Available,0.0,35.0,31.0,0.0,0.0,101.0,0.0,0.0,158.0,56.0,102.0,0.0,73.0,7.0,0.0,22.0,Kasaragod,24.0,7176.875384740422,7176.875384740422,2836946.4135537203,Administrative Boundary,Survey of India (SOI),Kerala,12.663356495665239,74.94539967338594
143,143,31759.0,Kudalmarkala,627077,Paivalike,05,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1249.0,7081.0,5.66933547,1530.0,3548.0,3533.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,0.0,120.0,170.0,0.0,98.0,196.0,0.0,0.0,946.0,214.0,830.0,17.0,275.0,235.0,101.0,202.0,Kasaragod,35.0,19343.005724528277,19343.005724528277,15077700.833302855,Administrative Boundary,Survey of India (SOI),Kerala,12.657707432972042,75.00101462070444
154,154,31770.0,Kuloor,627067,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,653.0,3381.0,5.17764165,697.0,1628.0,1753.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,26.0,0.0,0.0,0.0,0.0,191.0,191.0,480.0,229.0,442.0,0.0,62.0,0.0,300.0,80.0,Mangalore,30.0,16921.62097135364,16921.62097135364,7057077.670490987,Administrative Boundary,Survey of India (SOI),Kerala,12.685932038877441,74.93702822757906
67,67,31626.0,Kumbadaje,627107,Kumbadaje,13,Manjeshwar,1,Kasaragod,5630,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2085.0,11161.0,5.3529976,2625.0,5588.0,5573.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.0,1789.0,826.0,0.0,513.0,185.0,0.0,128.0,Kasaragod,25.0,26151.391432899614,26151.391432899614,26612595.134972908,Administrative Boundary,Survey of India (SOI),Kerala,12.584227965345605,75.13087902099205
153,153,31769.0,Majibail,627068,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,306.0,1485.0,4.85294118,343.0,709.0,776.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,54.0,0.0,0.0,0.0,0.0,119.0,119.0,170.0,123.0,166.0,38.0,81.0,14.0,0.0,33.0,Mangalore,30.0,7574.865524444644,7574.865524444644,1986558.393197268,Administrative Boundary,Survey of India (SOI),Kerala,12.697808456580576,74.91254486765118
139,139,31755.0,Meenja,627064,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,826.0,4144.0,5.01694915,1016.0,2044.0,2100.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,0.0,114.0,0.0,0.0,0.0,0.0,170.0,170.0,732.0,383.0,519.0,0.0,328.0,41.0,0.0,150.0,Kasaragod,36.0,23639.967921768777,23639.967921768777,10629165.084618865,Administrative Boundary,Survey of India (SOI),Kerala,12.70138824768181,74.96181486207601
140,140,31756.0,Moodambail,627066,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,932.0,4779.0,5.1276824,692.0,2282.0,2497.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,286.0,0.0,0.0,0.0,0.0,160.0,160.0,246.0,256.0,150.0,0.0,101.0,0.0,37.0,12.0,Mangalore,25.0,14205.22981467672,14205.22981467672,7593942.862725958,Administrative Boundary,Survey of India (SOI),Kerala,12.70311348913183,74.93349608429185
160,160,31776.0,Mugu,627083,Puthige,06,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,521.0,2951.0,5.66410749,530.0,1416.0,1535.0,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Not Available,Available,0.0,311.0,0.0,0.0,0.0,203.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,7.0,Kasaragod,16.0,12358.438579876589,12358.438579876589,5566080.891693582,Administrative Boundary,Survey of India (SOI),Kerala,12.621123336897268,75.03141334856333
166,166,31782.0,Mulinja,627070,Mangalapady,04,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,751.0,3841.0,5.11451398,224.0,1803.0,2038.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,13.0,131.0,0.0,0.0,0.0,0.0,0.0,80.0,49.0,31.0,0.0,1.0,0.0,0.0,30.0,Kasaragod,25.0,14822.725087077724,14822.725087077724,3746547.8508544327,Administrative Boundary,Survey of India (SOI),Kerala,12.685813455660458,74.90722726218512
172,172,31788.0,Nettanige,627108,Bellur,14,Manjeshwar,1,Kasaragod,5630,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1301.0,6305.0,4.8462721,5168.0,3183.0,3122.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,720.0,909.0,0.0,0.0,629.0,0.0,0.0,2910.0,2609.0,301.0,0.0,290.0,10.0,0.0,0.0,Kasaragod,40.0,25297.17629571072,25297.17629571072,19342138.156650804,Administrative Boundary,Survey of India (SOI),Kerala,12.610673881426377,75.18102947698749
132,132,31748.0,Nirchal,627089,Badiyadka,08,Manjeshwar,1,Kasaragod,5630,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2352.0,12369.0,5.25892857,2154.0,6223.0,6146.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,1252.0,236.0,0.0,0.0,97.0,0.0,0.0,570.0,161.0,409.0,0.0,0.0,0.0,0.0,409.0,Kasaragod,18.0,33578.64969417525,33578.64969417525,27127715.58250959,Administrative Boundary,Survey of India (SOI),Kerala,12.59918881094471,75.05615928588799
144,144,31760.0,Padre,627087,Enmakaje,07,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,970.0,5092.0,5.24948454,1597.0,2586.0,2506.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Not Available,Available,0.0,184.0,0.0,0.0,0.0,78.0,0.0,0.0,1336.0,607.0,729.0,0.0,122.0,405.0,0.0,202.0,Kasaragod,37.0,20587.16264436956,20587.16264436956,16278928.898874523,Administrative Boundary,Survey of India (SOI),Kerala,12.623885193141396,75.13171609465725
138,138,31754.0,Paivalike,627078,Paivalike,05,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1605.0,9034.0,5.62866044,2036.0,4458.0,4576.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.0,1956.0,32.0,0.0,26.0,6.0,0.0,0.0,Kasaragod,35.0,34868.622261029624,34868.622261029624,20092131.83748767,Administrative Boundary,Survey of India (SOI),Kerala,12.703291983358561,74.98592953721878
170,170,31786.0,Pathur,627059,Vorkady,01,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1054.0,6383.0,6.05597723,1044.0,3118.0,3265.0,Not Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,146.0,0.0,0.0,0.0,161.0,0.0,0.0,737.0,139.0,598.0,10.0,288.0,158.0,0.0,142.0,Kasaragod,38.0,20768.066700224943,20768.066700224943,12182315.292403923,Administrative Boundary,Survey of India (SOI),Kerala,12.7720984673584,74.98797842933352
137,137,31753.0,Pavoor,627057,Vorkady,01,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,853.0,4798.0,5.62485346,915.0,2393.0,2405.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Available,Available,0.0,224.0,365.0,0.0,167.0,51.0,0.0,0.0,108.0,55.0,220.0,0.0,220.0,0.0,0.0,0.0,Kasaragod,35.0,15396.282032144602,15396.282032144602,11865401.504838306,Administrative Boundary,Survey of India (SOI),Kerala,12.749899652910738,74.91785343886333
169,169,31785.0,Puthige,627091,Puthige,06,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,928.0,5441.0,5.86314655,592.0,2852.0,2589.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,401.0,184.0,4.0,180.0,0.0,0.0,0.0,Kasaragod,14.0,12381.0418822598,12381.0418822598,5468319.588532467,Administrative Boundary,Survey of India (SOI),Kerala,12.617604555874022,75.0093621394327
135,135,31751.0,Sheni,627084,Enmakaje,07,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,936.0,5080.0,5.42735043,1396.0,2514.0,2566.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,0.0,799.0,0.0,0.0,0.0,32.0,200.0,200.0,365.0,10.0,555.0,57.0,400.0,44.0,0.0,53.0,Kasaragod,27.0,16456.425720500163,16456.425720500163,13502945.011607204,Administrative Boundary,Survey of India (SOI),Kerala,12.63589733698884,75.05511881932496
152,152,31768.0,Talikala,627063,Meenja,02,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,363.0,1847.0,5.08815427,529.0,919.0,928.0,Not Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,40.0,0.0,0.0,11.0,0.0,0.0,0.0,478.0,240.0,248.0,0.0,192.0,56.0,0.0,0.0,Kasaragod,45.0,10282.446609590965,10282.446609590965,4313660.295693209,Administrative Boundary,Survey of India (SOI),Kerala,12.721498354560065,74.94465855941948
86,86,31645.0,Ubrangala,627106,Kumbadaje,13,Manjeshwar,1,Kasaragod,5630,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,702.0,3611.0,5.14387464,478.0,1782.0,1829.0,Not Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,20.0,458.0,0.0,360.0,98.0,0.0,0.0,Kasaragod,25.0,11076.200469677326,11076.200469677326,5248689.903044871,Administrative Boundary,Survey of India (SOI),Kerala,12.56889865361175,75.10396950544303
164,164,31780.0,Ujarulvar,627095,Kumbala,09,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,245.0,1328.0,5.42040816,170.0,591.0,737.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,29.0,141.0,40.0,12.0,2.0,0.0,86.0,Kasaragod,16.0,4784.333149180236,4784.333149180236,1396046.5586346365,Administrative Boundary,Survey of India (SOI),Kerala,12.626724687799072,74.95717732743185
148,148,31764.0,Vorkady,627058,Vorkady,01,Manjeshwar,1,Manjeswaram,5932,Kasaragod,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1737.0,8787.0,5.05872193,1351.0,4350.0,4437.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,362.0,298.0,0.0,298.0,0.0,0.0,0.0,Kasaragod,33.0,15298.24979907071,15298.24979907071,11358597.953794334,Administrative Boundary,Survey of India (SOI),Kerala,12.767760583414058,74.93988244642144
117,117,31676.0,Bheemanady,627150,West Eleri,09,Nileshwar,4,Vellarikkundu,5933,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,3625.0,15688.0,4.32772414,4198.0,7582.0,8106.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,269.0,649.0,0.0,0.0,22.0,205.0,0.0,0.0,3053.0,2536.0,540.0,46.0,100.0,50.0,0.0,344.0,Kanhangad,35.0,27178.576810120358,27178.576810120358,35164855.0068361,Administrative Boundary,Survey of India (SOI),Kerala,12.296132480190218,75.29956932353245
114,114,31673.0,Cheemeni,627158,Kayyur-Cheemeni,13,Nileshwar,4,Hosdurg,5631,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2029.0,8283.0,4.08230655,3668.0,3908.0,4375.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,101.0,21.0,0.0,0.0,437.0,0.0,0.0,3110.0,2396.0,713.0,28.0,680.0,5.0,0.0,0.0,Payyannur,20.0,28000.097836274534,28000.097836274534,37662683.27061033,Administrative Boundary,Survey of India (SOI),Kerala,12.246741930353263,75.25523191671572
93,93,31652.0,Cheemeni Ii,627157,Kinanoor-Karindalam,11,Nileshwar,4,Vellarikkundu,5933,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,367.0,1324.0,3.60762943,349.0,637.0,687.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,244.0,98.0,24.0,0.0,0.0,0.0,74.0,Kanhangad,28.0,14801.379854879058,14801.379854879058,3861204.881070423,Administrative Boundary,Survey of India (SOI),Kerala,12.276737202180389,75.24687129090358
115,115,31674.0,Chittarikkal,627149,East Eleri,10,Nileshwar,4,Vellarikkundu,5933,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,3726.0,15152.0,4.06655931,3265.0,7398.0,7754.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,1043.0,1992.0,0.0,646.0,531.0,0.0,815.0,Kanhangad,40.0,26240.76321395424,26240.76321395424,25292311.44902997,Administrative Boundary,Survey of India (SOI),Kerala,12.296552911559964,75.34597745220168
94,94,31653.0,Karindalam,627156,Kinanoor-Karindalam,11,Nileshwar,4,Vellarikkundu,5933,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1661.0,6602.0,3.97471403,2037.0,3240.0,3362.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,1158.0,546.0,45.0,0.0,0.0,0.0,501.0,Kanhangad,28.0,28710.84071107941,28710.84071107941,20662702.027003992,Administrative Boundary,Survey of India (SOI),Kerala,12.293746650042644,75.2418225056853
92,92,31651.0,Kayyur,627159,Kayyur-Cheemeni,13,Nileshwar,4,Hosdurg,5631,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,1788.0,6450.0,3.60738255,2055.0,3084.0,3366.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,1303.0,227.0,54.0,104.0,19.0,0.0,50.0,Kanhangad,28.0,26138.04655002149,26138.04655002149,20503599.81704517,Administrative Boundary,Survey of India (SOI),Kerala,12.259724536974488,75.2063681707669
