village,vlcode,block,district,shoreline_distance_km,shoreline_proximity_score,erosion_baseline_score,coastal_hazard_score,coastal_hazard_category,hazard_model,hazard_data_quality
Raghabapur,396792,Marsaghai,Kendrapara,0.4802823110733155,0.9428204601364863,0.2938079811515241,0.6832154685425014,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Badkota,396005,Rajnagar,Kendrapara,0.4815440610341701,0.9426593632291814,0.2938079811515241,0.6831188103981185,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rajeswarinagar,395773,Rajnagar,Kendrapara,0.4824944057360723,0.9425380257240497,0.2938079811515241,0.6830460078950393,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Badpal,396034,Rajnagar,Kendrapara,0.4833227600062733,0.942432263635504,0.2938079811515241,0.682982550641912,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bagapatia,395834,Rajnagar,Kendrapara,0.4834980161364152,0.9424098873950222,0.2938079811515241,0.6829691248976228,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rajpatana,395779,Rajnagar,Kendrapara,0.4856099396441918,0.9421402425714652,0.2938079811515241,0.6828073380034887,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kandara Patia,396056,Mahakalapada,Kendrapara,0.4899689290313143,0.9415836983027692,0.2938079811515241,0.6824734114422712,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Magarkanda,395833,Rajnagar,Kendrapara,0.4909181365036176,0.9414625059961136,0.2938079811515241,0.6824006960582778,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Narendrapur,396543,Marsaghai,Kendrapara,0.4942775223637287,0.9410335884694256,0.2938079811515241,0.682143345542265,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Ahamadpur,395646,Rajkanika,Kendrapara,0.4960282110842838,0.9408100651507928,0.2938079811515241,0.6820092315510853,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Ahirajpur,396063,Rajnagar,Kendrapara,0.4960549256992196,0.940806654299214,0.2938079811515241,0.6820071850401379,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Balunga Patia,395825,Rajnagar,Kendrapara,0.5012242587010308,0.9401466474949676,0.2938079811515241,0.6816111809575902,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sankuji,396015,Rajnagar,Kendrapara,0.5033367937708065,0.9398769245887876,0.2938079811515241,0.6814493472138823,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Parimakundapur,395713,Rajkanika,Kendrapara,0.5066996110508911,0.9394475689474472,0.2938079811515241,0.681191733829078,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Mirzapur,395709,Rajkanika,Kendrapara,0.5093095332261187,0.9391143409674352,0.2938079811515241,0.6809917970410708,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Mandia,396795,Marsaghai,Kendrapara,0.5114985036775633,0.9388348589933118,0.2938079811515241,0.6808241078565966,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Antei,396873,Marsaghai,Kendrapara,0.5124852062984815,0.9387088794049692,0.2938079811515241,0.6807485201035912,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gobanga,395719,Rajkanika,Kendrapara,0.5160978757912528,0.938247623292065,0.2938079811515241,0.6804717664358486,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Jamapada,396724,Marsaghai,Kendrapara,0.5167498347426623,0.9381643828926036,0.2938079811515241,0.6804218221961718,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Ramachandrapur,396974,Mahakalapada,Kendrapara,0.5205274914843055,0.9376820616428954,0.2938079811515241,0.6801324294463469,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Tentuliakolha,395877,Rajnagar,Kendrapara,0.5205358331928164,0.9376809965955528,0.2938079811515241,0.6801317904179414,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Dakhinaveda,395907,Rajnagar,Kendrapara,0.5206253527171563,0.9376695669787808,0.2938079811515241,0.6801249326478782,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bagapatia Uttar,395827,Rajnagar,Kendrapara,0.5216487934891827,0.9375388967601967,0.2938079811515241,0.6800465305167276,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Tetelenga,396027,Rajnagar,Kendrapara,0.5246594977689709,0.9371544979780836,0.2938079811515241,0.6798158912474599,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Mahamadpur,395592,Rajkanika,Kendrapara,0.5247659553512155,0.9371409057547504,0.2938079811515241,0.6798077359134598,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Balisahipatna,395912,Rajnagar,Kendrapara,0.5275291644872611,0.9367881064998548,0.2938079811515241,0.6795960563605226,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rajendranagar,395774,Rajnagar,Kendrapara,0.5279895518700733,0.9367293254530276,0.2938079811515241,0.6795607877324261,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Belpal,395925,Rajnagar,Kendrapara,0.5307073285402297,0.9363823268955546,0.2938079811515241,0.6793525885979423,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Balighai,396885,Marsaghai,Kendrapara,0.537646526561136,0.9354963483934526,0.2938079811515241,0.6788210014966811,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Pailo,396872,Marsaghai,Kendrapara,0.5387001328853913,0.9353618267167176,0.2938079811515241,0.6787402884906402,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Ramachandrapur,396884,Marsaghai,Kendrapara,0.5409252344337759,0.9350777316194276,0.2938079811515241,0.6785698314322661,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Pravati,396064,Rajnagar,Kendrapara,0.5450620027655201,0.934549559949004,0.2938079811515241,0.6782529284300121,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Baliganda Ratanpur,396997,Mahakalapada,Kendrapara,0.5455289576937669,0.9344899403752968,0.2938079811515241,0.6782171566857877,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Adabhutia,395837,Rajnagar,Kendrapara,0.5480852742284754,0.9341635566220884,0.2938079811515241,0.6780213264338626,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Baunsagarh,395832,Rajnagar,Kendrapara,0.5490635536449462,0.9340386524862746,0.2938079811515241,0.6779463839523745,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Dalaanta,396725,Marsaghai,Kendrapara,0.5500782661006361,0.9339090966761006,0.2938079811515241,0.6778686504662699,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Batira,396887,Marsaghai,Kendrapara,0.550446888771289,0.9338620319057048,0.2938079811515241,0.6778404116040326,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Upulei Dia,395681,Rajkanika,Kendrapara,0.5507305812529798,0.9338258107978434,0.2938079811515241,0.6778186789393157,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Vekta,395798,Rajnagar,Kendrapara,0.5544395882073425,0.9333522545719204,0.2938079811515241,0.6775345452037618,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Jasuapalli,397036,Mahakalapada,Kendrapara,0.555619761140231,0.9332015732043976,0.2938079811515241,0.6774441363832482,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Singidi,395748,Rajkanika,Kendrapara,0.5573080433330131,0.9329860177866418,0.2938079811515241,0.6773148031325946,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kamalpur,395764,Rajnagar,Kendrapara,0.5573798779821337,0.9329768461280964,0.2938079811515241,0.6773093001374675,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Govindpur,395803,Rajnagar,Kendrapara,0.5574144884304986,0.9329724271573296,0.2938079811515241,0.6773066487550075,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sailendranarayanpur,395811,Rajnagar,Kendrapara,0.5588757368785674,0.9327858588093276,0.2938079811515241,0.6771947077462062,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kathuaganda,395979,Rajnagar,Kendrapara,0.5594826561871973,0.9327083689526704,0.2938079811515241,0.6771482138322118,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kanafulia,395977,Rajnagar,Kendrapara,0.5597424829146238,0.9326751949613707,0.2938079811515241,0.6771283094374321,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Ragadapatia,395800,Rajnagar,Kendrapara,0.5628892592032634,0.9322734228640392,0.2938079811515241,0.6768872461790332,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Garta,395791,Rajnagar,Kendrapara,0.5702707431696508,0.931330974458888,0.2938079811515241,0.6763217771359424,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Jyoti Prasad,395777,Rajnagar,Kendrapara,0.5757872915866719,0.930626636106162,0.2938079811515241,0.6758991741243068,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kaitha,395984,Rajnagar,Kendrapara,0.5783006496046451,0.930305737183073,0.2938079811515241,0.6757066347704535,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gopei,396731,Marsaghai,Kendrapara,0.5825896080775671,0.9297581342768052,0.2938079811515241,0.6753780730266927,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bahadiha,395609,Rajkanika,Kendrapara,0.5828102656253612,0.9297299613030576,0.2938079811515241,0.6753611692424442,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Patalipanka,396970,Mahakalapada,Kendrapara,0.5869152127151364,0.9292058524848844,0.2938079811515241,0.6750467039515402,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Naladiapalanda,396956,Mahakalapada,Kendrapara,0.5906048982849018,0.9287347631623892,0.2938079811515241,0.6747640503580432,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Matia,395611,Rajkanika,Kendrapara,0.5969503480743378,0.9279245928685496,0.2938079811515241,0.6742779481817394,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Abdulpur,395647,Rajkanika,Kendrapara,0.5994987954073191,0.9275992138342638,0.2938079811515241,0.6740827207611679,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sailendranagar,395772,Rajnagar,Kendrapara,0.599864041192882,0.92755258021565,0.2938079811515241,0.6740547405899997,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Khurusia,396962,Mahakalapada,Kendrapara,0.6004524145194007,0.9274774582610762,0.2938079811515241,0.6740096674172553,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Tikayat Nagar,395775,Rajnagar,Kendrapara,0.6018171966962299,0.9273032064721692,0.2938079811515241,0.6739051163439111,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Mehendinagar,396512,Marsaghai,Kendrapara,0.607252352411771,0.9266092601249056,0.2938079811515241,0.673488748535553,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Birabhanjapur,395776,Rajnagar,Kendrapara,0.6100604057303947,0.9262507352830492,0.2938079811515241,0.6732736336304392,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kanak Nagar,395771,Rajnagar,Kendrapara,0.610735961441403,0.9261644821115554,0.2938079811515241,0.6732218817275428,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Padini,395911,Rajnagar,Kendrapara,0.6120295623138831,0.9259993185638566,0.2938079811515241,0.6731227835989235,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bana Pada,397016,Mahakalapada,Kendrapara,0.6124417082860135,0.9259466968531148,0.2938079811515241,0.6730912105724784,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Hatia,396896,Marsaghai,Kendrapara,0.6139593554516218,0.9257529276656016,0.2938079811515241,0.6729749490599706,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Orata,397046,Mahakalapada,Kendrapara,0.6140438594267436,0.925742138420926,0.2938079811515241,0.6729684755131653,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Chittakolha,396014,Rajnagar,Kendrapara,0.6153823670152289,0.9255712413021632,0.2938079811515241,0.6728659372419075,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bahakuda Pitapat,397124,Mahakalapada,Kendrapara,0.6173825134323934,0.9253158678827382,0.2938079811515241,0.6727127131902526,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Pandurkoli,395747,Rajkanika,Kendrapara,0.6228202204332042,0.9246215957941002,0.2938079811515241,0.6722961499370697,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Chandanpur,395915,Rajnagar,Kendrapara,0.6248132640394757,0.9243671292428376,0.2938079811515241,0.6721434700063122,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sikar Pahi,395794,Rajnagar,Kendrapara,0.6257749670473688,0.9242443415391528,0.2938079811515241,0.6720697973841012,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Saralikud,397136,Mahakalapada,Kendrapara,0.6269768832906913,0.9240908840430988,0.2938079811515241,0.671977722886469,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kanapur Barha,395602,Rajkanika,Kendrapara,0.6287295363163027,0.9238671099271768,0.2938079811515241,0.6718434584169157,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bajapur,395753,Rajkanika,Kendrapara,0.6325018284511592,0.9233854736163148,0.2938079811515241,0.6715544766303985,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gopaljew Patana,395808,Rajnagar,Kendrapara,0.632892652874304,0.9233355741847148,0.2938079811515241,0.6715245369714384,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gahmasikhar,395983,Rajnagar,Kendrapara,0.6366149065728473,0.9228603266494314,0.2938079811515241,0.6712393884502685,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Katanabania,395752,Rajkanika,Kendrapara,0.6461133121157584,0.9216475952804876,0.2938079811515241,0.6705117496289021,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rama Chandra Pur,396987,Mahakalapada,Kendrapara,0.6500690498337761,0.9211425371213806,0.2938079811515241,0.6702087147334379,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Jharpada,395908,Rajnagar,Kendrapara,0.6537558715203304,0.9206718134519408,0.2938079811515241,0.669926280531774,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Batarapada,395598,Rajkanika,Kendrapara,0.6566528933479101,0.9203019293455031,0.2938079811515241,0.6697043500679116,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Nuagan,396945,Mahakalapada,Kendrapara,0.6651105304708974,0.9192220805435276,0.2938079811515241,0.6690564407867261,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bharigada,395705,Rajkanika,Kendrapara,0.6669506662335619,0.9189871368624628,0.2938079811515241,0.6689154745780874,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gaudagan,396714,Marsaghai,Kendrapara,0.6680391117173017,0.9188481670137284,0.2938079811515241,0.6688320926688467,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kuhudi,396536,Marsaghai,Kendrapara,0.670099895105316,0.9185850516257876,0.2938079811515241,0.6686742234360823,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gobind Pur,397052,Mahakalapada,Kendrapara,0.6707046885493645,0.9185078331939132,0.2938079811515241,0.6686278923769575,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gumura,395826,Rajnagar,Kendrapara,0.6847624691763383,0.9167129728389788,0.2938079811515241,0.6675509761639968,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Nuagan,395980,Rajnagar,Kendrapara,0.6926922399471844,0.9157005206206676,0.2938079811515241,0.6669435048330101,HIGH,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Baghua,395769,Rajnagar,Kendrapara,0.6987105000872964,0.9149321250383348,0.2938079811515241,0.6664824674836105,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rabindrapalli,396070,Rajnagar,Kendrapara,0.7048618039245856,0.9141467427876312,0.2938079811515241,0.6660112381331884,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Khas Munda,395783,Rajnagar,Kendrapara,0.7103014113482746,0.9134522280580124,0.2938079811515241,0.6655945292954171,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Krishnanagar,395770,Rajnagar,Kendrapara,0.717631877890764,0.9125162934229928,0.2938079811515241,0.6650329685144054,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Nurugan,395944,Rajnagar,Kendrapara,0.7179070610451034,0.9124811587636056,0.2938079811515241,0.665011887718773,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Dasarajapur,397120,Mahakalapada,Kendrapara,0.7183943095285377,0.9124189481622936,0.2938079811515241,0.6649745613579858,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Potari,396889,Marsaghai,Kendrapara,0.7312971961534586,0.9107715416276624,0.2938079811515241,0.663986117437207,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Chhanda,396976,Mahakalapada,Kendrapara,0.7365137282895518,0.9101055085624324,0.2938079811515241,0.6635864975980692,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Bhusaranga,396879,Marsaghai,Kendrapara,0.7377156260714056,0.90995205342349,0.2938079811515241,0.6634944245147036,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Righa Garh,395812,Rajnagar,Kendrapara,0.7408468581604917,0.9095522659685616,0.2938079811515241,0.6632545520417465,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Karilo Patana,396709,Marsaghai,Kendrapara,0.7521806239869198,0.9081052006391358,0.2938079811515241,0.6623863128440912,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Aitpur,396711,Marsaghai,Kendrapara,0.7527396767963681,0.9080338222508524,0.2938079811515241,0.662343485811121,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Mantapara,395678,Rajkanika,Kendrapara,0.7671062431135555,0.9061995369533724,0.2938079811515241,0.6612429146326331,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Kalapara,397041,Mahakalapada,Kendrapara,0.7681925262489707,0.9060608431875692,0.2938079811515241,0.6611596983731511,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Keradagarh,395914,Rajnagar,Kendrapara,0.7685960822925229,0.9060093182162536,0.2938079811515241,0.6611287833903619,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Narasingpur,396790,Marsaghai,Kendrapara,0.7694840519878329,0.9058959445874578,0.2938079811515241,0.6610607592130844,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Barunadia,395706,Rajkanika,Kendrapara,0.773196527776415,0.9054219454699304,0.2938079811515241,0.6607763597425678,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sana Gokhani,395821,Rajnagar,Kendrapara,0.7753872853200692,0.9051422353245868,0.2938079811515241,0.6606085336553618,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Keruapal,395786,Rajnagar,Kendrapara,0.7791344801953517,0.9046638033656365,0.2938079811515241,0.6603214744799915,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Jharkata,395715,Rajkanika,Kendrapara,0.7823804202555905,0.904249370299478,0.2938079811515241,0.6600728146402965,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rajpur,395916,Rajnagar,Kendrapara,0.7859999207711719,0.9037872420195976,0.2938079811515241,0.6597955376723681,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Parinuapada,395712,Rajkanika,Kendrapara,0.7869512704052302,0.9036657762073784,0.2938079811515241,0.6597226581850366,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Karanjia,396049,Rajnagar,Kendrapara,0.7875806700378767,0.9035854161222396,0.2938079811515241,0.6596744421339533,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Iswarpur,395813,Rajnagar,Kendrapara,0.7938752078345981,0.9027817461373564,0.2938079811515241,0.6591922401430235,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Manapur,395605,Rajkanika,Kendrapara,0.7952136044438584,0.902610863188128,0.2938079811515241,0.6590897103734865,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Odang,396781,Marsaghai,Kendrapara,0.8005351109560601,0.9019314272714124,0.2938079811515241,0.658682048823457,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Akhadasali,397121,Mahakalapada,Kendrapara,0.8031994460289384,0.9015912519961348,0.2938079811515241,0.6584779436582906,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Pikarali,396789,Marsaghai,Kendrapara,0.8074463083039204,0.9010490238213968,0.2938079811515241,0.6581526067534478,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Padhanpada,395594,Rajkanika,Kendrapara,0.8179814090358157,0.8997039299448684,0.2938079811515241,0.6573455504275307,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Khamarsahi,395761,Rajnagar,Kendrapara,0.8214921065203663,0.8992556933490363,0.2938079811515241,0.6570766084700315,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Gankalu Para,396030,Rajnagar,Kendrapara,0.8256138864262482,0.8987294353612969,0.2938079811515241,0.6567608536773877,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Banipal,396067,Rajnagar,Kendrapara,0.8261342809132664,0.8986629927656654,0.2938079811515241,0.6567209881200089,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Dalikaenda,395717,Rajkanika,Kendrapara,0.838615255483535,0.8970694548494357,0.2938079811515241,0.655764865370271,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Rajagarh,395948,Rajnagar,Kendrapara,0.8395668452577907,0.8969479583767496,0.2938079811515241,0.6556919674866595,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Isani Palla,396032,Rajnagar,Kendrapara,0.843313659708039,0.8964695749894642,0.2938079811515241,0.6554049374542881,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sikudi,395619,Rajkanika,Kendrapara,0.8441413596141015,0.896363896448406,0.2938079811515241,0.6553415303296533,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Itakandia,396989,Mahakalapada,Kendrapara,0.8489164396167115,0.895754226827308,0.2938079811515241,0.6549757285569944,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Sir Rajendrapur,396065,Rajnagar,Kendrapara,0.8495837704868787,0.895669023781801,0.2938079811515241,0.6549246067296903,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Pinchapatia,395767,Rajnagar,Kendrapara,0.8525664489422726,0.8952882032630322,0.2938079811515241,0.6546961144184289,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Narangarh,395884,Rajnagar,Kendrapara,0.8528455464686445,0.8952525688269474,0.2938079811515241,0.654674733756778,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Doligan,396998,Mahakalapada,Kendrapara,0.8534264611799987,0.8951783991686866,0.2938079811515241,0.6546302319618216,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
Manitiri,397051,Mahakalapada,Kendrapara,0.8538406360236802,0.8951255184169761,0.2938079811515241,0.6545985035107953,MODERATE,0.40*NCCR_erosion_baseline + 0.60*shoreline_proximity,MODELLED_PROXY
